TIC_ID,T_eff (K),Start_time (TBJD),End_time (TBJD),Peak_time (TBJD),Amplitude,Duration (days),Flare_energy (erg),ED (s)
229945262,3682,2632.738199,2632.742366,2632.739125,0.063608485,0.004166658,8.56E+29,921.2715422
230120143,2868,2616.745288,2616.748297,2616.745751,0.070016445,0.003009281,1.37E+28,1884.355877
230120143,2868,2634.602997,2634.606007,2634.603923,0.081730239,0.003009268,1.36E+28,1859.889666
233745344,3074,2633.765012,2633.767327,2633.765475,1.128483786,0.002314817,1.14E+29,6479.624962
249667452,,2617.738779,2617.740631,2617.739242,0.024928619,0.001851887,,1400.665707
256299213,3861,2626.242393,2626.249569,2626.243087,0.100280231,0.007175883,5.83E+30,6921.03541
257048637,3130,2614.932503,2614.945234,2614.933429,0.150387067,0.012731435,4.69E+30,18917.89091
257048637,3130,2625.911814,2625.925009,2625.91274,0.180548763,0.013194315,4.63E+30,17929.97112
257048637,3130,2629.418492,2629.441409,2629.419187,0.020481802,0.022916428,5.42E+30,10972.00236
272615711,3745,2614.740372,2614.745696,2614.74153,0.053240367,0.005324141,1.25E+30,2037.174561
272785770,3534,2610.353759,2610.357,2610.353991,0.011503856,0.003240766,1.37E+29,694.7854706
272785770,3534,2619.112626,2619.117487,2619.11332,0.018361548,0.004861145,3.22E+29,1116.955011
272785770,3534,2632.083036,2632.089286,2632.08373,0.02545215,0.006250016,7.20E+29,2096.699703
288299534,3715,2626.563249,2626.565795,2626.563712,0.023881841,0.002546251,7.95E+28,304.9450661
288344202,3629,2621.083868,2621.086646,2621.084331,0.039013668,0.002777733,2.31E+29,1382.764806
298071899,3312,2627.330815,2627.333361,2627.33151,0.033185317,0.002546273,5.42E+28,1218.257687
298071899,3312,2628.290065,2628.291454,2628.290528,0.097357458,0.001388875,3.06E+28,1376.059918
302756911,4109,2620.679231,2620.681777,2620.679925,0.084024443,0.002546302,1.65E+30,3587.738395
302756911,4109,2630.689394,2630.698885,2630.69032,0.030300954,0.009490682,7.75E+30,3973.366695
307908863,,2612.143061,2612.146071,2612.143756,2.225064463,0.003009267,,3253.729982
307908863,,2618.938402,2618.940716,2618.938865,0.793718945,0.002314786,,912.0368168
311578368,3357,2618.386485,2618.392966,2618.387179,0.057756408,0.006481503,9.45E+29,5323.819594
311578368,3357,2621.52537,2621.53787,2621.526528,0.048533504,0.012499913,4.08E+30,11930.07248
320525520,3500,2635.937977,2635.942144,2635.93844,0.077705697,0.004166739,4.72E+29,3021.72218
341687654,,2610.939669,2610.942679,2610.940364,0.014377944,0.003009294,,1391.291774
356539820,,2619.426847,2619.429162,2619.42731,0.058672742,0.002314778,,907.7816802
356539820,,2628.794703,2628.797481,2628.795166,0.06682702,0.002777711,,971.3182239
357032546,3727,2612.825937,2612.837048,2612.826631,0.003813541,0.011111231,2.55E+30,1729.998226
357032546,3727,2629.02523,2629.029397,2629.025924,0.052962553,0.004166734,7.45E+29,1667.904539
359313701,3308,2626.707096,2626.713578,2626.708022,0.286634056,0.006481576,2.24E+30,13978.70556
406857100,3120,2634.618007,2634.624488,2634.618933,0.022412727,0.006481482,5.00E+28,2346.922277
416538823,3971,2634.510944,2634.545666,2634.511638,0.076266533,0.034722249,3.87E+31,26051.04152
416538839,3373,2615.96558,2615.972062,2615.965812,0.017285884,0.006481636,5.95E+29,2186.958912
416538839,3373,2627.157415,2627.160887,2627.158341,0.104103666,0.00347226,4.39E+29,3499.504751
416538839,3373,2629.838922,2629.845867,2629.839385,0.06418344,0.006944502,1.60E+30,6269.365343
416857959,3501,2614.172548,2614.175325,2614.173242,0.033612674,0.002777775,1.39E+29,1216.803688
417850600,,2626.923448,2626.926689,2626.924142,0.0234936,0.003240686,,1046.589967
420135872,3538,2634.768663,2634.774218,2634.770283,0.148714155,0.00555544,5.76E+29,1078.025457
441734910,3391,2627.30892,2627.345031,2627.309151,0.135040454,0.036110815,3.33E+31,45463.84667
441734910,3391,2627.316559,2627.327207,2627.317948,0.325011321,0.010648061,4.01E+30,18940.71861
453428169,3430,2635.705685,2635.710083,2635.70661,0.022686368,0.004397973,2.25E+29,1680.148171
10184244,3470,2645.236794,2645.244896,2645.23772,0.040717432,0.008101792,8.41E+29,919.5480416
99381596,3341,2643.668087,2643.671096,2643.668319,0.083707325,0.00300924,1.53E+29,2909.660808
99381596,3341,2661.357145,2661.36895,2661.357376,0.018611827,0.011805275,1.13E+30,4924.293992
101641846,5502,2658.35632,2658.360024,2658.357246,0.000877639,0.003703616,2.05E+30,280.6650495
137025855,3069,2656.705723,2656.716139,2656.70688,0.404650563,0.01041661,9.12E+29,28145.25291
141816993,3392,2658.358445,2658.360991,2658.358907,0.023542327,0.002546271,6.35E+28,930.3260434
144400022,3640,2649.616627,2649.617321,2649.616858,0.007684642,0.000694435,1.32E+28,384.0511319
144401584,3458,2644.259906,2644.262452,2644.260369,0.080814094,0.002546295,1.27E+29,1468.816314
144401584,3458,2649.247148,2649.249463,2649.247611,0.034331875,0.002314788,8.14E+28,1010.499371
149506101,3383,2641.042168,2641.049113,2641.042631,0.022023297,0.006944684,2.05E+29,1404.225176
153977353,3467,2657.393198,2657.402226,2657.394124,0.091450214,0.009027579,3.00E+30,6393.989581
153977353,3467,2661.463012,2661.46741,2661.463706,0.121856411,0.004398041,8.57E+29,3838.622983
154220180,3875,2661.774176,2661.784361,2661.77626,0.053700088,0.010184907,1.31E+31,12173.38962
18906490,,2646.245518,2646.250148,2646.246907,0.079787728,0.00462964,,5936.580441
18906490,,2661.12084,2661.131719,2661.121534,0.094347808,0.010879443,,18903.54006
159613900,5647,2641.052834,2641.057695,2641.053528,0.006034896,0.004861117,6.05E+30,493.0098915
159613900,5647,2658.561554,2658.578915,2658.563868,0.008978486,0.017360971,1.00E+32,2693.794887
160603519,3819,2641.951004,2641.966744,2641.952161,0.052421811,0.015740494,2.38E+31,5301.468774
160619243,3537,2656.471746,2656.478922,2656.472672,0.088669158,0.00717578,1.95E+30,3632.907895
160619243,3537,2662.677869,2662.68736,2662.679258,0.05638211,0.00949054,2.61E+30,3479.40553
165599288,3466,2663.837099,2663.841728,2663.838487,0.253109261,0.004629622,1.26E+30,8408.633564
165916576,,2648.990571,2648.995433,2648.991497,0.023292416,0.004861164,,1154.990757
165916576,,2657.68713,2657.69801,2657.687825,0.011311252,0.010879642,,3128.179856
165916576,,2659.475556,2659.491066,2659.476019,0.003644904,0.015509243,,1180.747166
198238736,3645,2655.397777,2655.401481,2655.398471,0.037375921,0.003703714,5.68E+29,1463.704679
198537783,3175,2661.237548,2661.241483,2661.238011,0.035472224,0.003935203,1.48E+29,2215.538482
207436278,,2643.182278,2643.191306,2643.183667,0.044416693,0.009027973,,14823.44203
207436278,,2646.363828,2646.378412,2646.36568,0.028203674,0.014583649,,16366.15962
207441421,3695,2646.89755,2646.906346,2646.898476,0.089374766,0.008796426,2.10E+30,1643.532182
229501076,3855,2646.232118,2646.233507,2646.232349,0.023470667,0.001388883,1.91E+29,599.6791941
229742951,3590,2641.709599,2641.724877,2641.713997,0.141039848,0.015277672,2.27E+31,19046.66998
230200897,3488,2644.863966,2644.871605,2644.86466,0.031167526,0.007639089,1.54E+30,3347.450153
230200897,3488,2646.436229,2646.444794,2646.436692,0.02567373,0.008565033,4.19E+30,8872.558954
230200897,3488,2649.158749,2649.181666,2649.159443,0.032131239,0.022917184,2.82E+31,22005.33554
51269322,3398,2642.139817,2642.142595,2642.140512,0.064817083,0.002777789,2.32E+29,2307.665943
51269322,3398,2646.933112,2646.936816,2646.933575,0.0411939,0.003703699,3.07E+29,2217.958135
233738219,3292,2642.6162,2642.619672,2642.616663,0.187804564,0.003472224,2.66E+29,7230.066324
233738219,3292,2661.13706,2661.142384,2661.13868,0.10747877,0.005324094,3.04E+29,5065.176183
233745344,3074,2647.595338,2647.599967,2647.596495,0.090038379,0.004629642,7.30E+28,1752.872556
233745344,3074,2659.964569,2659.967347,2659.965495,0.245809179,0.002777788,4.05E+28,1790.327531
237251996,3941,2648.119542,2648.123709,2648.120931,0.162367314,0.004166586,,7133.121744
257048637,3130,2644.913406,2644.930535,2644.914332,0.052110165,0.017129344,3.75E+30,10411.33313
257048637,3130,2645.578904,2645.583071,2645.57983,0.089798943,0.004166596,3.30E+29,3972.261307
257048637,3130,2655.618049,2655.621753,2655.618975,0.244399615,0.003703626,4.11E+29,5726.873719
257048637,3130,2656.060864,2656.064799,2656.061096,0.063974598,0.003935103,2.07E+29,2559.676909
272615711,3745,2643.36945,2643.371996,2643.369681,0.022535151,0.002546296,2.15E+29,690.4939691
272615711,3745,2656.325642,2656.329346,2656.325874,0.043359943,0.00370368,6.74E+29,1591.964668
272615711,3745,2661.972594,2661.975603,2661.97352,0.067758275,0.003009235,3.50E+29,1018.994702
272785770,3534,2658.363721,2658.367424,2658.364415,0.031080477,0.003703678,2.25E+29,1102.25941
286924945,3594,2648.192857,2648.21508,2648.193783,0.143492326,0.022222354,4.91E+31,29104.38624
286924946,3394,2648.192857,2648.215079,2648.193783,0.441155366,0.022222355,1.55E+31,29104.50722
288344202,3629,2657.291731,2657.297287,2657.292657,0.143271041,0.005555441,2.44E+30,8034.485821
291074569,3666,2661.479464,2661.491269,2661.481316,0.090630661,0.011805447,9.06E+30,4033.508382
291108016,3319,2641.010543,2641.014478,2641.011237,0.179655075,0.003935284,3.47E+29,10505.41429
310394206,3700,2649.865635,2649.872579,2649.866561,0.018521004,0.00694452,,1558.45379
310394206,3700,2662.244645,2662.252284,2662.246265,0.111241873,0.007638909,,7905.193695
335793378,3974,2660.073359,2660.085627,2660.076368,0.157879637,0.012268497,2.94E+31,18254.06642
335793382,,2641.544434,2641.547443,2641.54536,0.064075636,0.003009345,,744.5311319
357239204,3385,2658.011251,2658.026991,2658.012177,0.053616104,0.015740431,6.64E+30,16300.15187
357239204,3385,2659.452424,2659.473257,2659.453119,0.034871352,0.020832868,4.27E+30,6851.396414
359185852,3143,2650.148616,2650.155792,2650.149542,0.424736072,0.007176038,5.21E+29,17525.20984
371609542,3249,2660.304716,2660.308652,2660.305874,0.018404561,0.003935175,3.22E+28,628.0737331
416538823,3971,2641.589613,2641.597946,2641.589844,0.03234448,0.008333286,1.00E+30,2431.552951
416538823,3971,2645.956477,2645.973375,2645.957634,0.041827843,0.016897971,6.43E+30,8374.51256
416538823,3971,2648.293948,2648.31316,2648.294411,0.060140878,0.019212684,7.42E+30,8357.868989
416538839,3373,2642.860661,2642.865059,2642.86205,0.144651509,0.004398118,9.08E+29,5794.999942
417119788,3696,2657.111429,2657.120919,2657.112817,0.167243118,0.009490725,5.00E+30,6391.26274
420130591,2907,2657.679498,2657.683433,2657.680424,0.035137251,0.003935117,7.46E+27,1073.305821
427586730,3270,2657.138985,2657.172549,2657.139911,0.078150748,0.033564013,1.87E+31,44872.80882
441734910,3391,2649.803825,2649.805214,2649.804057,0.099706969,0.001388871,3.02E+28,1040.06481
441734910,3391,2662.888604,2662.893233,2662.889298,0.081850381,0.00462957,2.45E+29,2434.856008
99303810,3236,2650.044168,2650.047641,2650.0444,0.054968246,0.003472224,1.61E+29,1432.118655
99303810,3236,2661.072365,2661.077689,2661.073291,0.077869373,0.005324022,3.64E+29,2068.681389
446175401,3579,2643.720031,2643.728596,2643.720494,0.110592776,0.00856495,2.19E+30,6492.338234
446175401,3579,2656.372657,2656.382148,2656.37312,0.078255053,0.00949075,2.03E+30,5237.402093
115010803,4231.600098,2688.259993,2688.274807,2688.260456,0.022572661,0.01481466,2.43E+31,8405.057918
115010803,4231.600098,2688.264391,2688.265085,2688.264622,0.055602688,0.000694437,7.18E+28,565.2591388
115010949,3636,2688.245171,2688.249569,2688.245634,0.155117868,0.004398102,1.86E+30,8254.293713
116486054,3689,2685.012047,2685.019686,2685.013436,0.020921092,0.007638913,1.69E+30,2690.33815
116486054,3689,2686.842839,2686.844922,2686.84307,0.019151064,0.002083338,1.42E+29,863.8862696
116486054,3689,2686.846774,2686.849089,2686.847237,0.031646818,0.002314821,2.67E+29,1556.820412
148765586,4433.870117,2684.435589,2684.444385,2684.436052,0.015402512,0.008796123,3.39E+33,11217.74241
148821221,3532,2670.926967,2670.929745,2670.927893,0.088850282,0.002777849,2.84E+29,1512.378913
148821221,3532,2672.945306,2672.947621,2672.945769,0.054016192,0.002314873,1.83E+29,1160.245286
156000373,3557,2678.012968,2678.026626,2678.015283,0.274663687,0.013657573,1.44E+31,22634.99508
156007854,3347,2684.02661,2684.031008,2684.027304,0.050702118,0.004398197,9.28E+28,1215.012743
156067195,3215,2684.007631,2684.019668,2684.009251,0.079690166,0.01203714,1.69E+30,8165.755263
156067195,3215,2684.443977,2684.450459,2684.444672,0.057685564,0.006481536,4.73E+29,4245.987918
165599288,3466,2677.499053,2677.516877,2677.500674,0.201088506,0.017823904,1.83E+31,31507.44837
171657317,3656,2674.05902,2674.061103,2674.059252,0.034795508,0.002083352,8.78E+28,623.7572335
198107724,5793.580078,2683.957482,2683.96188,2683.958176,0.013279354,0.004398061,6.74E+31,6553.813105
27415380,3491,2672.555322,2672.565276,2672.556248,0.025323582,0.009953742,8.35E+29,449.3994145
27415380,3491,2675.821534,2675.832645,2675.822228,0.009218601,0.011111118,1.20E+30,689.738157
199609040,5092,2685.598604,2685.602307,2685.598835,0.004456687,0.00370373,4.16E+32,602.2332619
229501076,3855,2685.135178,2685.139113,2685.135641,0.016551326,0.003935216,9.81E+29,980.2112952
229742951,3590,2673.13327,2673.137668,2673.134196,0.007523314,0.004398136,3.37E+29,686.6179571
229742951,3590,2675.427709,2675.431413,2675.428635,0.036100691,0.003703696,4.42E+29,1336.028523
229758887,3192,2684.929426,2684.931972,2684.93012,0.077818504,0.002546282,,1141.210853
230200897,3488,2665.456909,2665.463159,2665.457372,0.034543666,0.006250019,1.29E+30,3551.352965
230200897,3488,2685.330073,2685.334703,2685.331231,0.068187606,0.004629606,1.23E+30,4834.781119
230200897,3488,2686.249513,2686.253217,2686.249744,0.040497139,0.003703684,5.86E+29,2830.783454
230200897,3488,2691.244154,2691.247395,2691.244617,0.037251543,0.003240707,3.33E+29,1762.618401
233738219,3292,2669.659531,2669.664392,2669.660226,0.027673458,0.004861124,1.23E+29,2062.258822
233745344,3074,2683.732939,2683.738495,2683.734328,2.142326665,0.005555581,7.09E+29,16487.67878
233745344,3074,2688.396854,2688.402641,2688.397549,0.301475464,0.005787075,3.01E+29,6529.63387
237251996,3941,2673.872558,2673.878113,2673.873947,0.241266844,0.00555548,,10001.80007
272785770,3534,2669.892769,2669.896473,2669.893232,0.017827016,0.003703662,1.78E+29,806.2194939
272785770,3534,2676.404501,2676.407742,2676.405195,0.041769115,0.003240701,2.54E+29,1516.66145
272785770,3534,2684.626363,2684.62914,2684.626826,0.032312963,0.002777737,1.41E+29,925.2624156
68033619,3485,2689.888049,2689.891059,2689.888975,0.027700119,0.003009227,1.19E+29,755.1737938
288344202,3629,2685.595063,2685.598998,2685.595758,0.033622716,0.003935109,3.38E+29,1344.907357
310170499,3706,2674.389545,2674.392786,2674.389776,0.014645953,0.003240788,2.39E+29,564.2021283
310170499,3706,2677.100462,2677.118055,2677.101388,0.046828506,0.017592814,1.32E+31,6891.778228
310170499,3706,2678.285429,2678.292142,2678.286123,0.018042154,0.006713017,1.11E+30,1286.765765
310394206,3700,2665.458065,2665.464083,2665.459454,0.050356771,0.006018466,,2777.634467
310394206,3700,2684.933305,2684.93724,2684.934,0.025400939,0.003935114,,1510.914621
310394206,3700,2690.450789,2690.45403,2690.451483,0.056153445,0.003240668,,1124.222322
320525520,3500,2675.098098,2675.103885,2675.099719,0.080851169,0.005787132,8.54E+29,3886.058165
320525520,3500,2683.775063,2683.775758,2683.775295,0.056312431,0.000694453,1.26E+28,481.8153221
320525520,3500,2685.960508,2685.961434,2685.96074,0.058864879,0.000925938,2.44E+28,713.5851235
320525520,3500,2686.190604,2686.193613,2686.191067,0.031547838,0.0030093,1.44E+29,1189.508835
328936940,3885,2675.978077,2675.983401,2675.979697,0.040817469,0.005324091,3.76E+30,5793.718772
359313701,3308,2670.601799,2670.605503,2670.602262,0.078224227,0.003703764,2.67E+29,2760.071615
359313701,3308,2672.498821,2672.505303,2672.499978,0.095722579,0.006481591,1.16E+30,6953.951049
359313701,3308,2690.101867,2690.108117,2690.102793,0.042536635,0.006250099,4.31E+29,2363.309915
368129164,3229,2674.157834,2674.170566,2674.158992,0.021504611,0.012731414,2.42E+30,4755.233496
406857100,3120,2689.875884,2689.881439,2689.87681,0.01530135,0.005555574,3.26E+28,1764.589971
411217249,3567,2674.996554,2675.003962,2674.998175,0.322917152,0.007407377,7.85E+30,14499.19925
411248800,3092,2673.90373,2673.907202,2673.904193,0.053614941,0.00347222,6.15E+28,4407.371797
88138162,3646,2670.852642,2670.858892,2670.853799,0.028579256,0.006249994,9.97E+29,1792.951157
88138162,3646,2671.201716,2671.228567,2671.20241,0.018492809,0.026851817,1.61E+31,6423.915123
88138162,3646,2686.238988,2686.246163,2686.240377,0.021554892,0.007175747,1.03E+30,1482.705558
441734910,3391,2690.182417,2690.207186,2690.183806,0.23007759,0.024768184,1.65E+31,32817.76862
441734910,3391,2690.313897,2690.341906,2690.315055,0.136908632,0.02800888,1.24E+31,20924.32146
8501064,3332,2717.007971,2717.012832,2717.008897,0.101338186,0.004861123,7.97E+29,8715.48078
8676350,3242,2712.958424,2712.962822,2712.958887,0.117410124,0.00439818,4.52E+29,6741.841426
115519500,3559,2698.997328,2699.00381,2698.998486,0.042693312,0.006481595,4.15E+29,804.9338459
115519500,3559,2717.075766,2717.078312,2717.075997,0.016206478,0.002546314,4.91E+28,183.0349216
116486054,3689,2711.37109,2711.376183,2711.372711,0.080209647,0.005092506,1.19E+30,3151.099379
116486054,3689,2717.368436,2717.374918,2717.369362,0.035686766,0.006481348,1.28E+30,2438.630228
156007854,3347,2702.028758,2702.038248,2702.029915,0.196735222,0.009490723,1.22E+30,8757.78146
20182165,6327.160156,2701.698427,2701.703982,2701.698658,0.002073368,0.005555487,1.62E+31,498.2494182
198537783,3175,2715.959018,2715.969203,2715.960638,0.348838357,0.010185004,3.13E+30,19654.78595
207436278,,2711.112544,2711.1181,2711.113007,0.005050387,0.005555505,,2366.374838
229501076,3855,2704.305523,2704.313162,2704.307375,0.182821735,0.007638999,2.24E+31,14056.21189
24056288,3514,2717.049778,2717.088204,2717.052325,0.332953367,0.038425599,7.06E+31,49154.98584
229574542,3531,2704.58175,2704.58337,2704.581981,0.040756862,0.001620397,6.06E+28,854.0108436
229614158,3168,2700.068702,2700.072405,2700.069859,0.359647227,0.003703658,1.83E+29,6648.035953
229742951,3590,2712.935765,2712.9397,2712.936923,0.028860127,0.003935194,5.91E+29,1723.799994
229742951,3590,2714.36563,2714.369565,2714.366787,0.024998512,0.003935196,5.38E+29,1545.951918
229758887,3192,2712.22307,2712.224922,2712.223301,0.118328766,0.001851851,,1172.67239
229758887,3192,2716.086959,2716.092746,2716.087653,0.113625416,0.005787041,,2495.548289
230120143,2868,2697.96052,2697.967695,2697.960751,0.085433764,0.007175851,1.08E+29,6415.716181
230120143,2868,2713.193902,2713.197143,2713.194134,0.161300191,0.003240704,3.46E+28,4805.71418
233068870,3062,2713.8255,2713.832213,2713.826426,0.143886467,0.006712988,2.51E+29,11474.87011
233690596,3651,2713.107715,2713.113734,2713.108641,0.154887438,0.006018552,1.45E+30,3867.665517
233738219,3292,2703.902045,2703.906443,2703.902971,0.032623306,0.004398179,9.71E+28,1791.061988
236387002,3606,2700.188909,2700.193538,2700.190066,0.074468972,0.004629726,8.31E+29,3144.249893
256299213,3861,2698.128721,2698.130805,2698.128953,0.026502209,0.002083333,2.09E+29,781.3387907
258105174,3554,2713.250271,2713.276659,2713.250965,0.041559938,0.026388312,4.79E+31,39021.17604
29395460,3452,2699.141297,2699.145464,2699.142223,0.059992889,0.004166692,4.89E+29,1997.504417
29395460,3452,2701.224411,2701.226031,2701.224874,0.049944739,0.001620379,7.03E+28,730.1672892
29395460,3452,2703.214466,2703.217938,2703.215392,0.080406703,0.003472236,4.53E+29,2317.680483
283858338,3520,2713.963518,2713.967222,2713.964676,0.061452677,0.003703625,2.31E+29,1586.143078
284800109,3232,2699.52268,2699.525458,2699.523375,0.039386439,0.002777798,3.90E+28,1547.970526
284800109,3232,2711.164602,2711.166223,2711.165065,0.083901278,0.001620369,1.90E+28,1328.000176
288344202,3629,2702.842193,2702.843582,2702.842656,0.079700147,0.001388866,1.06E+29,1362.342419
307915958,3691,2714.483194,2714.501712,2714.48412,0.124609704,0.018518495,2.51E+31,19436.34912
307915958,3691,2714.488055,2714.498703,2714.488749,0.136978619,0.010648135,9.36E+30,12753.90336
310170499,3706,2702.529215,2702.541715,2702.530604,0.100162348,0.012499955,1.71E+31,14370.26162
310170499,3706,2703.405138,2703.417175,2703.40699,0.062353265,0.012036986,9.36E+30,7707.024797
310263466,3447,2700.907942,2700.914887,2700.908868,0.188534893,0.006944622,3.90E+30,10945.70995
38731314,,2715.086479,2715.089025,2715.087173,0.185718483,0.00254627,,3194.015765
38731314,,2716.337853,2716.342251,2716.339011,0.058994291,0.004398095,,2296.292179
355793860,3604,2703.047548,2703.075558,2703.048243,0.014411231,0.028009311,2.39E+31,12393.76284
355793860,3604,2713.44398,2713.505322,2713.444906,0.014836649,0.061341795,1.51E+32,37150.93936
357032546,3727,2710.941403,2710.946727,2710.942329,0.018494618,0.005324161,5.14E+29,676.2492886
359313701,3308,2703.042997,2703.053183,2703.044386,0.128849967,0.010185321,2.80E+30,10663.79234
376674429,3149,2700.339195,2700.389427,2700.340584,0.094229882,0.050231822,5.61E+31,46972.07276
376674429,3149,2700.342667,2700.369519,2700.343362,0.176400551,0.026852034,2.22E+31,35981.50693
376674429,3149,2700.351464,2700.356788,2700.35239,0.334036835,0.00532411,1.20E+30,9969.970438
406857100,3120,2714.30857,2714.3132,2714.309265,0.018795422,0.004629648,2.32E+28,1535.998162
441734910,3391,2698.513772,2698.5228,2698.51493,0.126364518,0.009027657,1.34E+30,7136.569465
441734910,3391,2700.082039,2700.087363,2700.083428,0.223399047,0.005324005,6.80E+29,6416.697597
441803619,,2713.009438,2713.012447,2713.010364,4.737318551,0.003009229,,1155.558987
444059177,3497,2714.698415,2714.70073,2714.698647,0.032453454,0.002314765,1.24E+29,1333.845672
8501064,3332,2726.013926,2726.022259,2726.015084,0.081028594,0.008333271,1.06E+30,6202.678328
8501064,3332,2733.474712,2733.480267,2733.475406,0.0742777,0.005555451,4.71E+29,4155.29016
8501064,3332,2741.054894,2741.058366,2741.055589,0.062603731,0.003472155,1.30E+29,1784.380109
8676350,3242,2738.773998,2738.782099,2738.774461,0.096556757,0.008101721,1.13E+30,8992.585395
8676350,3242,2743.045222,2743.054018,2743.046148,0.135321917,0.008796131,1.72E+30,12803.29822
88780481,3379,2719.45929,2719.465077,2719.461141,0.109506786,0.005787097,7.18E+29,8395.798614
115519500,3559,2721.05425,2721.05749,2721.054713,0.235064533,0.003240737,3.98E+29,2285.747216
115519500,3559,2725.410496,2725.414894,2725.411885,0.068006049,0.004398145,2.07E+29,676.8137786
115519500,3559,2735.421317,2735.425252,2735.422012,0.122805897,0.003935146,4.40E+29,1960.975346
17540944,3472,2732.674641,2732.678113,2732.675335,0.016123594,0.003472138,1.94E+29,1327.058568
160423353,,2733.335031,2733.338734,2733.335494,0.298044981,0.00370363,,5326.622818
160423353,,2739.49071,2739.493951,2739.490941,0.13660785,0.003240689,,3425.985017
160603519,3819,2737.741913,2737.769459,2737.743302,0.058098334,0.027545934,1.45E+32,20644.01161
160619243,3537,2720.003679,2720.009003,2720.004142,0.020360611,0.005323968,5.00E+29,1061.152758
160619243,3537,2729.832683,2729.840553,2729.83384,0.027895793,0.007870246,1.18E+30,1677.726187
160619243,3537,2734.246727,2734.250894,2734.247885,0.071777531,0.004166605,6.12E+29,1948.309101
160619243,3537,2737.120068,2737.130484,2737.120994,0.065698141,0.010416534,5.27E+30,6985.02302
198277670,3811,2734.049401,2734.051022,2734.049864,0.091060593,0.001620346,1.16E+29,876.3449922
207441421,3695,2723.801579,2723.80806,2723.802273,0.099625376,0.006481386,1.28E+30,1444.890698
18381535,3779,2726.543389,2726.547324,2726.544084,0.069297833,0.003935257,9.02E+29,2510.610631
229501076,3855,2740.350079,2740.352857,2740.350542,0.058941585,0.002777833,1.80E+30,3011.993194
229614158,3168,2736.821404,2736.824645,2736.82233,0.086330362,0.003240735,4.17E+28,1610.174558
229758887,3192,2734.972844,2734.980946,2734.975391,0.200403384,0.008101873,,6690.445151
229945262,3682,2724.480237,2724.485098,2724.480931,0.052007706,0.004861179,1.05E+30,861.2847462
229945262,3682,2730.086571,2730.090506,2730.087728,0.151427954,0.003935246,1.91E+30,2437.233467
21720503,3375,2726.887951,2726.899757,2726.888877,0.01577762,0.011805624,3.05E+30,6370.028108
21720503,3375,2729.983801,2729.992597,2729.98519,0.067400392,0.008796335,4.77E+30,14695.72335
233738219,3292,2737.305228,2737.31009,2737.305691,0.023159259,0.004861142,9.94E+28,1579.13091
233738219,3292,2741.283728,2741.287663,2741.284654,0.077234231,0.003935214,1.25E+29,2766.98897
233745344,3074,2726.173691,2726.192441,2726.174154,0.130289072,0.018750142,1.39E+30,8216.327446
233745344,3074,2732.799429,2732.806373,2732.800123,0.247031833,0.006944473,2.90E+29,5004.036439
233745344,3074,2738.591131,2738.596686,2738.592288,1.166986133,0.005555596,6.87E+29,16071.57052
236387002,3606,2719.164052,2719.167524,2719.164978,0.109003176,0.00347219,9.81E+29,5285.711331
237251996,3941,2723.043519,2723.045833,2723.044213,0.081113464,0.00231482,,1942.958299
237251996,3941,2734.955371,2734.958843,2734.956529,0.076572534,0.003472243,,2335.086552
256770297,3516,2723.527008,2723.531406,2723.528397,0.17392557,0.004398076,1.30E+30,5866.9348
257798327,3333,2725.035271,2725.037586,2725.035965,0.045613822,0.002314848,7.10E+28,1242.808003
257798328,3119,2727.907071,2727.909385,2727.907533,0.088257254,0.002314846,1.15E+28,474.908198
39425970,3353,2728.405293,2728.408302,2728.405525,0.016884805,0.003009301,8.20E+28,1171.562523
264052522,3445,2722.190565,2722.196583,2722.191259,0.024672776,0.006018496,9.60E+29,2108.167764
264052522,3445,2723.447505,2723.450746,2723.448199,0.05294198,0.003240732,3.10E+29,1322.081082
264052522,3445,2724.788474,2724.794955,2724.789631,0.035188441,0.006481469,1.16E+30,2387.359175
264052522,3445,2733.521337,2733.524346,2733.5218,0.071352366,0.003009263,3.75E+29,1814.409594
264052522,3445,2733.626429,2733.631059,2733.627587,0.019328712,0.004629635,2.99E+29,710.3645741
275479714,3375,2719.177901,2719.17929,2719.178132,0.031978405,0.001388873,4.87E+28,657.0274771
275692427,6427,2736.732647,2736.735657,2736.733342,0.00555588,0.003009303,3.51E+31,1107.597106
275911914,3224,2719.664571,2719.681701,2719.665729,0.315159999,0.017129371,5.46E+30,14268.21255
284800109,3232,2738.236566,2738.238418,2738.236798,0.044049663,0.001851821,1.52E+28,868.3040569
288344202,3629,2739.183623,2739.187326,2739.18478,0.058884226,0.003703682,4.07E+29,1812.82445
43734215,3335,2742.462295,2742.486138,2742.462526,0.029633049,0.023842819,1.22E+31,16797.55921
288634843,3301,2723.926799,2723.929114,2723.927262,0.171450072,0.002314796,1.41E+29,5224.677329
288634843,3301,2726.722843,2726.72701,2726.723769,0.061591261,0.004166639,1.85E+29,3586.339231
289726188,3529,2725.720584,2725.724982,2725.721278,0.00690175,0.004398229,3.60E+29,1251.635459
298539527,3453,2727.812763,2727.82017,2727.814152,0.236025041,0.007407526,4.93E+30,12147.09856
298539527,3453,2741.906366,2741.914005,2741.906598,0.047332776,0.007638905,2.22E+30,4950.736031
310263466,3447,2725.459784,2725.464414,2725.46071,0.184149714,0.004629619,1.20E+30,4909.823501
