TIC_ID,T_eff (K),Start_time (TBJD),End_time (TBJD),Peak_time (TBJD),Amplitude,Duration (days),Flare_energy (erg),ED (s)
141807839,3259,2169.337104,2169.343586,2169.338262,0.056577271,0.006481443,5.14E+29,1288.095613
141975926,,2167.959992,2168.033603,2167.961844,0.211220737,0.073610531,,83498.44403
141975926,,2167.966242,2167.992631,2167.967631,0.773773788,0.026388681,,55140.07598
141975926,,2167.969714,2167.977353,2167.971566,1.317140917,0.007638829,,22605.01933
142052876,,2156.084735,2156.087281,2156.084967,0.063737273,0.002546264,,1559.688613
142052876,,2156.263205,2156.265983,2156.263437,0.042078086,0.002777742,,1366.363495
142944595,,2145.162259,2145.166657,2145.163416,0.495516735,0.004398211,,5140.966486
142944595,,2162.35764,2162.366899,2162.360187,0.467533866,0.009259175,,7703.795357
142944595,,2162.45463,2162.458797,2162.455093,0.099751364,0.004166628,,1066.392863
149539114,5367,2152.009929,2152.017568,2152.011318,0.070776752,0.007638932,4.58E+31,3950.071933
149539114,5367,2163.514852,2163.525037,2163.515315,0.062482303,0.010185233,8.44E+31,5505.84981
149913598,,2160.530895,2160.53321,2160.531358,0.128701311,0.002314822,,1010.933364
150188736,3720,2165.302766,2165.305081,2165.302998,0.032880656,0.002314834,1.44E+29,760.4750748
150359500,3286,2160.62812,2160.645019,2160.629046,0.114065443,0.016898371,3.49E+30,11064.02497
150359500,3286,2167.36755,2167.407134,2167.368939,0.102047134,0.039583732,2.95E+31,41039.14648
150432211,3264,2144.62852,2144.648427,2144.629677,0.267265781,0.019907646,6.98E+30,30110.67472
150432211,3264,2145.603994,2145.625291,2145.60492,0.233279948,0.021296542,5.98E+30,23800.22434
152370762,5785,2160.182772,2160.188327,2160.183466,0.029772771,0.005555656,3.82E+31,3583.27979
152370762,5785,2165.164083,2165.18075,2165.166861,0.073494164,0.016666793,6.95E+32,23159.19843
152573312,3531,2148.266405,2148.274044,2148.267331,0.091646363,0.007638977,2.72E+30,6159.111982
152573312,3531,2149.533085,2149.538873,2149.534243,0.1188167,0.005787094,2.19E+30,6706.809508
152573312,3531,2156.321087,2156.32618,2156.322245,0.077417359,0.005092603,1.13E+30,3843.653776
152574751,3581,2167.435153,2167.444644,2167.438163,0.166665739,0.009490667,9.73E+30,12880.74194
152574751,3581,2167.459459,2167.46432,2167.460616,0.105745117,0.004861073,2.16E+30,5520.771862
152574751,3581,2169.533514,2169.543005,2169.534672,0.05736435,0.009490646,5.24E+30,6567.420351
159966544,,2149.881897,2149.8856,2149.88236,0.121083617,0.003703688,,4542.903688
160008866,3271,2148.564989,2148.6261,2148.567767,0.331295736,0.061110969,1.47E+32,73259.42798
161476008,5435,2155.870895,2155.879922,2155.871589,0.018390067,0.009027844,1.70E+31,965.0145103
161476008,5435,2167.719585,2167.721668,2167.719816,0.011706637,0.002083335,7.09E+29,138.6703112
166869904,3142,2144.993002,2145.002956,2144.993234,0.05377298,0.009953928,1.18E+30,6591.520273
166869904,3142,2152.211626,2152.221117,2152.212783,0.156008928,0.00949082,1.90E+30,11711.3531
166869904,3142,2167.972293,2167.976228,2167.972988,0.243091098,0.003935147,3.94E+29,5987.12682
13955147,5701,2147.831946,2147.837038,2147.832409,0.012905114,0.005092717,1.42E+31,1464.740246
13955147,5701,2155.540431,2155.564969,2155.541126,0.007198243,0.02453741,2.91E+32,5929.059147
13955147,5701,2168.648479,2168.658895,2168.649173,0.01646658,0.010416731,6.79E+31,3516.960364
23126920,3216,2154.25311,2154.261675,2154.253804,0.062321251,0.008564794,4.88E+29,4075.827298
23126920,3216,2161.608866,2161.612339,2161.609561,0.094552385,0.003472188,6.65E+28,1306.805201
23126920,3216,2165.20951,2165.213445,2165.209742,0.088748923,0.003935115,1.07E+29,1942.123241
25118964,3323,2150.689814,2150.693749,2150.690508,0.322792555,0.003935119,6.43E+29,4538.579524
25118964,3323,2153.635827,2153.642772,2153.636059,0.039862043,0.00694432,4.97E+29,1531.469784
167574282,5290.930176,2168.12517,2168.138364,2168.125864,0.038765455,0.013194593,4.44E+31,2937.281841
170636897,3118,2146.027645,2146.029728,2146.027876,0.056795183,0.002083394,1.50E+28,1332.847393
170699229,3332,2153.899531,2153.902771,2153.899762,0.06557238,0.003240799,3.70E+29,1752.170872
175491080,5321,2148.817592,2148.819907,2148.818055,0.022454088,0.002314794,3.26E+30,1421.832347
175491080,5321,2149.678463,2149.681241,2149.679158,0.010847849,0.002777749,2.48E+30,827.8865848
175491080,5321,2151.041874,2151.046966,2151.043031,0.026054001,0.005092529,1.36E+31,2650.306974
175491080,5321,2160.929908,2160.935232,2160.930139,0.012162208,0.005323967,1.17E+31,2068.769584
176872276,4290,2163.372551,2163.379958,2163.373708,0.145233916,0.007407376,9.83E+30,9691.003992
177036977,2941,2160.133745,2160.136986,2160.134671,0.150384554,0.003240762,9.73E+27,1162.78244
177353450,3381,2151.100379,2151.10362,2151.101305,0.147637585,0.0032407,1.94E+29,2489.758105
177353450,3381,2168.943951,2168.949275,2168.944414,0.050039797,0.005324033,3.03E+29,2174.846203
179034958,3500,2146.156821,2146.161682,2146.157052,0.049179819,0.004861268,3.69E+29,1704.808081
179034958,3500,2162.374049,2162.384929,2162.375438,0.160136376,0.010879756,3.10E+30,6919.03071
179034958,3500,2166.184496,2166.188894,2166.185422,0.119426914,0.004398168,4.51E+29,2466.382732
179034958,3500,2166.359959,2166.364358,2166.360422,0.149394928,0.004398166,5.63E+29,3189.70477
179034958,3500,2166.510886,2166.523849,2166.511812,0.142874102,0.012963014,5.44E+30,10471.5085
197829751,3260,2167.799581,2167.816941,2167.801895,0.610882802,0.017360716,9.91E+30,36929.27164
197884260,3248,2155.012104,2155.022057,2155.014419,0.673354953,0.009953551,7.00E+30,22419.54002
200322593,3130,2156.092904,2156.09545,2156.093135,0.027003065,0.00254632,1.37E+28,1355.002886
200364466,3340,2161.58412,2161.588518,2161.585509,0.215972062,0.004398222,5.82E+29,4294.167075
200368439,3746,2163.568404,2163.570256,2163.568867,0.140047948,0.001851878,1.78E+29,710.3576602
200368439,3746,2169.1099,2169.125409,2169.110594,0.035970433,0.015509376,5.35E+30,1779.842874
25132999,3945,2145.325986,2145.330152,2145.327143,0.040551539,0.004166597,1.17E+30,2052.065709
29779873,,2167.333887,2167.336665,2167.334581,0.34877348,0.002777725,,2609.612196
29780677,2849,2147.165365,2147.17879,2147.165828,0.504846968,0.013425721,3.61E+29,26162.04014
29830830,3608,2154.715729,2154.723136,2154.716655,0.068958459,0.0074073,3.60E+30,4384.142148
206478549,3143,2150.482069,2150.485541,2150.482995,0.080393527,0.003472199,1.24E+29,1589.997167
219212899,5217,2150.905815,2150.908593,2150.906046,0.013941225,0.002777833,7.54E+29,138.486205
219396049,3329,2146.244939,2146.248411,2146.245633,0.414944218,0.003472288,5.47E+29,4068.478438
220391763,3155,2152.254678,2152.25653,2152.255141,0.079002879,0.001851844,1.43E+28,1040.862376
220391763,3155,2163.991192,2163.993506,2163.991423,0.035005553,0.002314797,1.62E+28,862.6274725
220432563,3387,2146.160235,2146.164633,2146.16093,0.056578937,0.004398164,1.35E+29,1221.296036
220432563,3387,2156.241946,2156.24565,2156.242872,0.082220552,0.003703691,1.59E+29,1820.667161
220433363,3410,2165.124807,2165.146334,2165.125964,0.064266469,0.02152772,8.79E+30,12741.40622
220433363,3410,2166.070869,2166.105822,2166.072026,0.025554076,0.034953585,1.03E+31,7534.317266
220433364,3268,2165.124807,2165.144483,2165.125964,0.13489696,0.019675873,4.07E+30,12211.69296
220433364,3268,2166.070869,2166.105822,2166.072026,0.049418596,0.034953585,5.33E+30,7274.440959
220473309,3884,2153.031816,2153.070936,2153.034131,0.036716334,0.039120418,7.66E+31,4255.07732
220473309,3884,2153.050334,2153.06214,2153.051955,0.062196558,0.01180557,8.71E+30,1859.678798
29987437,,2158.909222,2158.921722,2158.910148,0.087336478,0.012499896,,8768.960736
260268898,5186,2163.399016,2163.407581,2163.400405,0.042689987,0.008564964,8.32E+30,873.547798
270577687,3665,2167.964772,2167.971254,2167.965467,0.228061005,0.006481549,6.59E+30,15866.89083
271975726,3110,2150.365517,2150.368063,2150.366211,0.110471671,0.002546278,2.91E+28,1023.334386
279742103,3351,2153.054993,2153.064715,2153.057077,0.323487865,0.009722028,1.57E+30,13864.37947
281582156,4971,2153.528984,2153.552827,2153.529679,0.012688792,0.023842975,1.07E+32,3865.82786
281582156,4971,2160.201318,2160.222615,2160.202012,0.014139202,0.021296722,9.93E+31,4303.479522
281582156,4971,2169.50173,2169.514693,2169.503813,0.095771212,0.012963203,6.89E+31,5879.937313
294750180,3590,2148.394143,2148.403402,2148.396226,0.14434749,0.009259138,,13272.88149
294750180,3590,2150.705223,2150.768879,2150.705454,0.021664615,0.063656523,,35837.60133
294750180,3590,2162.099509,2162.10738,2162.10113,0.088555444,0.007870263,,8844.565368
32052779,3339,2155.367196,2155.370668,2155.368122,0.103497081,0.003472151,1.73E+29,1247.832345
308543286,3650,2147.943434,2147.950842,2147.944129,0.030080976,0.007407498,1.52E+30,1553.621887
308543286,3650,2155.51876,2155.547233,2155.521075,0.103075803,0.028472575,5.24E+31,17006.47255
308543286,3650,2160.120675,2160.12762,2160.120907,0.01864224,0.006944561,1.34E+30,1470.191776
332799564,3202,2146.473078,2146.474467,2146.47331,0.031147299,0.001388888,8.32E+27,599.4548716
333680372,3439,2147.139789,2147.150437,2147.141641,0.058493398,0.010648527,1.17E+30,2197.704522
333680372,3439,2161.755863,2161.764428,2161.757021,0.043423702,0.008564925,7.91E+29,1848.892012
333680372,3439,2166.579046,2166.590157,2166.579509,0.006924521,0.01111113,8.22E+29,1145.118696
348992095,3321,2165.561682,2165.565386,2165.562145,0.103392724,0.003703754,2.25E+29,3854.741055
348992095,3321,2167.38879,2167.394809,2167.389484,0.065074456,0.006018597,2.68E+29,2530.742479
33881250,3151,2168.742148,2168.745388,2168.742379,0.089618337,0.003240676,7.40E+28,1310.272244
358176584,3670,2154.859098,2154.864653,2154.859561,0.074435185,0.005555495,1.34E+30,3439.437388
358176584,3670,2160.781495,2160.786356,2160.78219,0.10825045,0.004861073,1.15E+30,3475.720942
358176584,3670,2164.830308,2164.835169,2164.831465,0.101878606,0.004861076,1.09E+30,3249.198989
364588501,5605,2144.886555,2144.891185,2144.887018,0.003584424,0.004629563,7.65E+30,415.4215835
364588501,5605,2146.570327,2146.575882,2146.571947,0.038280936,0.005555473,3.60E+31,2698.197923
369376579,3477,2148.962342,2148.964657,2148.962805,0.100670532,0.002314842,2.03E+29,2055.134784
381083284,7777,2163.792041,2163.798522,2163.792735,0.012579883,0.006481358,2.75E+32,2985.114322
382043650,3432,2148.783706,2148.787872,2148.784863,0.113871083,0.004166712,4.48E+29,1764.563085
382258517,,2145.661307,2145.667325,2145.662696,0.037238772,0.006018618,,2770.237508
382258517,,2162.014042,2162.018672,2162.015431,0.04706741,0.004629675,,2516.269977
382258517,,2163.130256,2163.134423,2163.13095,0.08025094,0.004166703,,5097.182036
382575967,5567.129883,2153.477033,2153.482126,2153.477265,0.029193027,0.00509268,1.16E+31,1254.264068
382575967,5567.129883,2154.998818,2155.030532,2155.001828,0.093386478,0.031713496,1.09E+33,22477.58249
382575967,5567.129883,2155.005532,2155.011782,2155.005763,0.121765432,0.006250105,5.61E+31,6075.260517
382575967,5567.129883,2164.547151,2164.554096,2164.548077,0.052360214,0.006944589,2.60E+31,2173.180553
35760711,3147,2166.683103,2166.685417,2166.683334,0.016396063,0.002314751,1.54E+28,1181.167462
35760711,3147,2167.746498,2167.754137,2167.747193,0.027627262,0.007638663,1.55E+29,3379.55357
36762220,3131,2146.2237,2146.228561,2146.224857,0.205042451,0.004861158,4.46E+29,3864.921581
36762220,3131,2150.050107,2150.058672,2150.050338,0.045925717,0.008564818,6.85E+29,2989.941236
36831336,,2144.959427,2144.964288,2144.960122,0.06067528,0.004861179,,3207.236454
36831336,,2146.81778,2146.824493,2146.818706,0.065815939,0.006713013,,3674.21216
471012790,,2163.455094,2163.456714,2163.455557,0.783306872,0.001620318,,2304.529757
593230,3806,2194.985629,2194.988638,2194.986323,0.034909151,0.003009203,6.64E+29,2283.265681
737327,5872,2175.16338,2175.171713,2175.164074,0.006466118,0.008333422,2.89E+31,468.4751671
1273249,3962,2175.951689,2175.955624,2175.952615,0.049188706,0.003935206,2.36E+30,1934.217662
1273249,3962,2181.257943,2181.264888,2181.258638,0.037320048,0.00694442,6.75E+30,3096.06082
1273249,3962,2196.517744,2196.521679,2196.517975,0.011771946,0.003935107,1.30E+30,960.9340063
1273249,3962,2197.632536,2197.639017,2197.63323,0.110322858,0.006481342,1.30E+31,7062.368312
31373667,3258,2196.670265,2196.673042,2196.670959,0.06330006,0.002777767,1.41E+29,1298.668652
32811633,3219,2195.343786,2195.346332,2195.34448,0.403412309,0.002546305,2.56E+28,1684.360901
32874669,5147,2187.230685,2187.238093,2187.232768,0.109429674,0.007407557,1.79E+31,2801.500937
33714944,3396,2181.022438,2181.024984,2181.022901,0.057397065,0.002546244,5.62E+28,731.79247
33864387,3443,2182.520763,2182.524698,2182.521689,0.062548478,0.003935115,2.49E+29,980.9265731
33878971,3117,2174.551441,2174.556071,2174.552367,0.068087008,0.004629554,7.77E+28,1408.899246
33878971,3117,2198.380224,2198.385779,2198.380687,0.116793865,0.005555472,1.75E+29,2827.76864
33881250,3151,2189.107539,2189.110085,2189.108233,0.104753783,0.00254626,4.98E+28,1142.22587
37904598,3236,2196.531036,2196.534046,2196.531731,0.029086394,0.003009165,9.75E+28,1109.785118
38515801,3249,2177.919867,2177.925654,2177.921487,0.227974535,0.005786929,5.58E+29,4240.96771
43472154,5316,2174.78985,2174.794711,2174.791007,0.08958909,0.004861217,2.69E+31,5587.569425
43605290,3178,2194.879117,2194.889302,2194.880968,0.115378932,0.010185067,,20884.31685
46625172,3420,2198.427394,2198.433412,2198.429245,0.429918562,0.006018498,3.29E+30,10497.22941
50745567,3077,2187.586163,2187.592645,2187.587552,0.054479546,0.006481616,4.40E+29,2605.155974
50745582,,2174.625896,2174.635387,2174.627517,0.088642329,0.009491104,,1332.595496
50745582,,2175.436111,2175.442593,2175.437037,0.034196435,0.006481715,,550.1383301
50745582,,2193.732996,2193.739014,2193.734384,0.076948799,0.006018547,,608.2394082
7491381,5692,2185.232652,2185.244227,2185.233347,0.058916896,0.011574065,8.63E+31,4525.605537
7491381,5692,2194.509276,2194.529646,2194.510897,0.043511026,0.020370284,1.98E+32,5434.518741
7647775,3362,2180.602302,2180.608552,2180.602997,0.051014979,0.0062499,7.04E+29,2749.744257
7647775,3362,2187.40472,2187.408887,2187.405415,0.032630294,0.004166605,2.07E+29,1155.558292
7647775,3362,2196.617694,2196.623018,2196.618852,0.070703846,0.005323913,7.35E+29,3539.450381
55269690,4974.779785,2181.896603,2181.899612,2181.897529,0.022366678,0.00300923,5.58E+29,139.1549217
67772871,5092,2187.359173,2187.360793,2187.359636,0.00422073,0.001620351,1.89E+30,1598.607675
77893078,3107,2193.27622,2193.282701,2193.276914,0.15211475,0.006481444,1.06E+30,12246.35012
77957301,3269,2175.100034,2175.108367,2175.102117,0.055004969,0.008333453,1.42E+30,7760.336912
77957301,3269,2193.481349,2193.52371,2193.482043,0.008448185,0.042360878,2.36E+31,38946.14757
78055893,3617,2188.010231,2188.017176,2188.01162,0.079754647,0.006944491,1.56E+30,2257.106437
94945758,6409.370117,2190.801546,2190.824694,2190.80224,0.008752643,0.023148324,2.72E+32,2671.732843
94945758,6409.370117,2193.000631,2193.018224,2193.001557,0.015898768,0.017592642,2.21E+32,3470.446851
117748478,3374,2175.721067,2175.728243,2175.721993,0.044363478,0.007175975,9.67E+29,2388.557306
117748478,3374,2180.026169,2180.033113,2180.027558,0.052845995,0.006944428,7.88E+29,1916.972808
117748478,3374,2185.253677,2185.258769,2185.254603,0.019195381,0.00509253,2.20E+29,591.9765302
117748478,3374,2196.407211,2196.410683,2196.408136,0.078108748,0.003472132,3.17E+29,1727.985912
117748478,3374,2198.976814,2198.991165,2198.977277,0.026954969,0.01435141,2.99E+30,3401.496018
117880865,3273,2185.043109,2185.047739,2185.044035,0.17756848,0.004629587,5.12E+29,6975.647783
117880865,3273,2194.921008,2194.924481,2194.92124,0.051197994,0.00347215,1.05E+29,1707.437974
9354932,,2184.262766,2184.264387,2184.262998,0.145428889,0.001620365,,733.3831814
140859822,,2184.032611,2184.035621,2184.033074,0.979269586,0.003009221,,9680.815115
140859822,,2197.231087,2197.236874,2197.23155,0.075980245,0.00578698,,3525.070064
141334293,3149,2175.187109,2175.191739,2175.187341,0.056986685,0.004629582,2.21E+29,2342.713639
141334293,3149,2176.518346,2176.522512,2176.519272,0.366951425,0.004166624,4.85E+29,6289.185741
141807839,3259,2176.378741,2176.384297,2176.379899,0.067066635,0.005555537,6.43E+29,2034.278488
141807839,3259,2178.642854,2178.649335,2178.643548,0.003376504,0.006481459,3.09E+29,570.544657
141807839,3259,2187.595372,2187.603937,2187.596066,0.023699582,0.008564815,1.16E+30,2217.877993
141807839,3259,2188.772224,2188.776159,2188.772686,0.030034728,0.003935183,1.80E+29,693.9512129
141975926,,2175.749294,2175.762026,2175.749757,0.063402733,0.01273142,,7128.427902
142086812,3461,2176.589256,2176.591802,2176.58995,0.028400514,0.002546285,9.06E+28,1008.921008
143209291,3273,2196.088919,2196.098409,2196.089382,0.020784775,0.009490811,7.79E+29,2822.121996
143209291,3273,2197.721104,2197.733141,2197.721799,0.161068966,0.012037094,4.85E+30,16594.92335
143209292,3173,2196.088919,2196.098409,2196.089382,0.052107842,0.009490811,3.26E+29,2798.384264
143209292,3173,2197.721104,2197.733142,2197.721799,0.40792584,0.012037094,2.04E+30,16556.94529
144486786,3152,2178.649593,2178.656306,2178.65075,0.393120813,0.006713059,8.74E+29,8470.273249
146522418,3584,2179.643303,2179.653257,2179.644229,0.02236857,0.009953792,2.55E+30,2039.016471
146819340,3351,2177.504646,2177.510202,2177.505341,0.031293625,0.005555605,5.88E+29,3198.304188
146819340,3351,2181.046099,2181.049803,2181.046562,0.037390416,0.003703709,2.93E+29,2450.299365
146819340,3351,2183.207672,2183.213227,2183.208597,0.026101668,0.005555538,4.66E+29,2443.606009
146819340,3351,2188.91899,2188.925472,2188.920148,0.061966772,0.00648145,1.22E+30,5938.553201
149216532,3178,2177.099595,2177.102373,2177.100058,0.102653005,0.002777769,3.92E+28,1297.46819
149347629,3162,2184.39015,2184.393853,2184.390381,0.049636877,0.00370369,1.26E+29,1289.752905
149347629,3162,2198.356077,2198.35816,2198.356308,0.086740972,0.00208332,5.10E+28,985.0388047
150188736,3720,2189.338351,2189.345758,2189.339508,0.044194916,0.00740746,1.71E+30,2735.159495
150188736,3720,2189.526084,2189.533723,2189.527241,0.008540751,0.007638942,6.44E+29,606.5411708
150188736,3720,2196.278664,2196.286303,2196.280516,0.07872151,0.007638914,2.42E+30,3960.558531
150188736,3720,2199.554366,2199.558765,2199.555524,0.02826812,0.004398155,3.48E+29,788.1602548
150359500,3286,2177.383163,2177.418117,2177.384089,0.027734424,0.034954067,1.07E+31,15087.15375
150359500,3286,2191.187219,2191.221941,2191.189765,0.258952326,0.034722519,3.00E+31,48689.59174
151584725,3761,2175.136472,2175.142491,2175.138324,0.165869694,0.00601863,4.37E+30,8490.465713
152370762,5785,2193.98974,2193.995758,2193.990203,0.015705548,0.006018352,3.79E+31,3195.745575
152573312,3531,2176.82403,2176.827733,2176.824261,0.038475129,0.003703661,4.29E+29,1887.963774
160329609,2998,2189.937726,2189.946754,2189.939115,0.043262562,0.009027936,3.89E+29,6316.926902
161476008,5435,2180.476972,2180.482759,2180.477435,0.032303614,0.005786998,1.21E+31,1452.392712
161476008,5435,2195.608292,2195.613384,2195.609449,0.062406395,0.005092508,1.15E+31,1658.221946
161476008,5435,2198.59921,2198.6087,2198.599673,0.035175939,0.009490555,3.70E+31,2791.304916
167574282,5290.930176,2190.906916,2190.918491,2190.907611,0.07034098,0.011574211,6.26E+31,5567.058566
170699229,3332,2179.533042,2179.537903,2179.533968,0.063536463,0.004861073,5.76E+29,1700.926176
170699229,3332,2192.159258,2192.163888,2192.160647,0.079746032,0.004629536,5.07E+29,1541.461458
170699229,3332,2192.343514,2192.369671,2192.343745,0.046851973,0.026156868,2.46E+31,14215.00982
176955267,3247,2191.125165,2191.128405,2191.125628,0.091305516,0.003240758,1.56E+29,4029.904052
177116487,4314,2184.740705,2184.748575,2184.742094,0.102516721,0.007870411,1.57E+31,2581.163971
177353450,3381,2193.470036,2193.489481,2193.471888,0.651127864,0.019444467,2.00E+31,42552.15081
177353450,3381,2193.939018,2193.957305,2193.939713,0.322474269,0.01828706,1.16E+31,27412.55347
177353450,3381,2193.941565,2193.949667,2193.943648,0.571872273,0.008101862,2.86E+30,15382.97797
178947176,3323,2174.360512,2174.370234,2174.3619,0.031924672,0.009722282,1.11E+30,4522.766527
178947176,3323,2178.882043,2178.889451,2178.882275,0.0192865,0.007407381,6.60E+29,3557.48175
178947176,3323,2179.463754,2179.466763,2179.464448,0.071829254,0.003009245,2.17E+29,3151.916311
178947176,3323,2195.446872,2195.456362,2195.448029,0.041451796,0.00949051,1.68E+30,7504.152361
179034958,3500,2178.275681,2178.28031,2178.276838,0.213367558,0.004629587,8.22E+29,4556.346
200322593,3130,2185.267308,2185.27078,2185.267771,0.035683364,0.003472194,2.16E+28,1506.0014
200364466,3340,2176.038659,2176.044446,2176.039353,0.02312037,0.005787072,4.75E+29,2441.5173
200364466,3340,2184.431025,2184.436812,2184.432182,0.029833712,0.00578701,2.85E+29,1255.697986
200364466,3340,2190.934245,2190.936791,2190.934708,0.085197652,0.002546282,9.48E+28,1105.957312
200364466,3340,2191.274521,2191.282391,2191.274984,0.037813742,0.007870322,6.98E+29,2438.766384
200364466,3340,2195.386753,2195.390225,2195.387679,0.028431395,0.003472183,6.62E+28,484.7099561
200364466,3340,2197.852,2197.856629,2197.852694,0.028839084,0.004629564,1.63E+29,888.7041931
200368439,3746,2175.458097,2175.459486,2175.458329,0.075120468,0.001388899,6.04E+28,279.0455
14001734,3304,2181.714553,2181.719645,2181.715479,0.089250878,0.005092586,3.01E+29,1981.913592
200525363,3330,2179.767427,2179.770667,2179.768353,0.021150134,0.003240837,1.40E+29,1388.840527
200525363,3330,2182.386015,2182.395737,2182.386941,0.010830536,0.009722452,1.11E+30,3536.525088
200525363,3330,2185.285379,2185.29024,2185.286767,0.053671886,0.004861191,8.72E+29,6411.732581
201426753,3729,2187.445415,2187.449581,2187.446341,0.047423796,0.004166763,4.33E+29,1023.116522
201426753,3729,2196.090691,2196.097635,2196.091385,0.021539476,0.00694451,9.47E+29,1212.300247
201426753,3729,2199.814789,2199.819882,2199.81502,0.033972283,0.00509261,6.32E+29,1208.210542
213105608,3989,2193.105596,2193.108836,2193.106522,0.00969069,0.003240723,2.15E+33,315.975246
219396049,3329,2182.769749,2182.774842,2182.770675,0.130543284,0.005092571,4.04E+29,1763.746142
220044948,3468,2183.066128,2183.077934,2183.06798,0.137073977,0.011805802,9.74E+30,22094.23625
220432563,3387,2188.281556,2188.284797,2188.281788,0.042838646,0.003240712,8.75E+28,1052.067447
220432563,3387,2197.003902,2197.007605,2197.004827,0.030617172,0.003703648,7.69E+28,735.5942705
220473309,3884,2183.96413,2183.982648,2183.965056,0.026014018,0.018518332,1.39E+31,1326.888072
220473309,3884,2194.20871,2194.220979,2194.210331,0.079045628,0.012268371,1.21E+31,2778.700511
231799463,,2176.48002,2176.495992,2176.481409,42.0539426,0.015972069,,9272.807912
231799463,,2181.49571,2181.50358,2181.496636,112.5048985,0.007870288,,8103.259735
231799463,,2185.282244,2185.292429,2185.282707,56.53741996,0.010185076,,11846.49047
231799463,,2191.209972,2191.214833,2191.21113,265.5467657,0.004861069,,10810.57094
238194430,3242,2175.035698,2175.041948,2175.036161,0.06995261,0.006249864,3.59E+29,2434.512496
238194430,3242,2176.600247,2176.606728,2176.601867,0.195708084,0.006481339,6.47E+29,4598.293119
238194430,3242,2178.105306,2178.108779,2178.106001,0.154343362,0.003472146,1.65E+29,2235.276559
238194430,3242,2179.585366,2179.59069,2179.586524,0.049367119,0.005323957,1.71E+29,1222.858046
238228648,3856,2185.073911,2185.074606,2185.074143,0.028212521,0.000694431,3.62E+28,374.4632902
246897668,3414,2182.354791,2182.362893,2182.356875,0.071759775,0.008101847,2.52E+30,8930.567575
246897668,3414,2183.617521,2183.630483,2183.618446,0.012338881,0.012962923,2.63E+30,5168.485964
246897668,3414,2191.672577,2191.676513,2191.673272,0.023623255,0.003935145,2.29E+29,1496.252857
250134805,3188,2183.603947,2183.61691,2183.605104,0.249851685,0.012962756,3.70E+30,13956.3146
250136335,3200,2199.979059,2199.9823,2199.979754,0.265124406,0.003240606,4.80E+29,9506.699565
255563650,3428,2193.101754,2193.146662,2193.101985,0.011315566,0.044908016,4.32E+31,38736.46993
259542669,3469,2196.564525,2196.567997,2196.565682,0.09979554,0.00347216,2.98E+29,1436.545631
260162387,5855,2181.870264,2181.90406,2181.871884,0.044040727,0.033796588,2.79E+33,25290.47594
260162387,5855,2181.875356,2181.891097,2181.876051,0.065660719,0.015740876,7.34E+32,14606.61097
260268898,5186,2193.101706,2193.10541,2193.101937,0.059141049,0.003703734,1.83E+30,434.6526989
260268898,5186,2196.426034,2196.428812,2196.426729,0.043432049,0.002777793,7.20E+29,160.6770582
260351540,5027,2182.955883,2182.962133,2182.957272,0.031336787,0.006250049,1.61E+31,2176.361465
260351540,5027,2198.461553,2198.46734,2198.462942,0.00950914,0.005787059,6.05E+30,607.7872858
271975726,3110,2174.722839,2174.742052,2174.723996,0.201759846,0.019212994,1.03E+30,3997.705184
271975726,3110,2194.975702,2195.005795,2194.979869,1.944234665,0.03009281,1.84E+31,62074.46504
272086159,3262,2179.208408,2179.212807,2179.209797,0.175408309,0.004398174,1.65E+29,2696.062409
272086159,3262,2192.794393,2192.800875,2192.795088,0.179696885,0.006481545,4.05E+29,4516.62817
272086159,3262,2197.949075,2197.952316,2197.949538,0.22843754,0.003240774,1.04E+29,2423.326043
272086159,3262,2199.250014,2199.251634,2199.250477,0.353057918,0.001620387,4.70E+28,2227.18712
283866910,3122,2199.334256,2199.342358,2199.334719,0.017750437,0.00810154,2.39E+29,3714.874721
24450633,7346,2195.747053,2195.789182,2195.747747,2.174516917,0.042129454,,27038.99727
24450633,7346,2198.750506,2198.802357,2198.751663,2.429231158,0.051851385,,37808.44373
24450633,7346,2198.838005,2198.912078,2198.838236,2.064363178,0.074073395,,56156.05578
24452802,3164,2174.875374,2174.886486,2174.8763,0.146758989,0.011111343,4.75E+30,19972.64685
24518895,3425,2180.577182,2180.584821,2180.577876,0.119427035,0.007639014,2.30E+30,5539.014823
24518895,3425,2198.799707,2198.805725,2198.800633,0.384969191,0.006018442,3.42E+30,11262.79903
24720349,,2177.716084,2177.723491,2177.71701,0.083231553,0.007407597,,4117.880027
24720349,,2187.302582,2187.305592,2187.303277,0.069460678,0.003009311,,1051.396544
24720349,,2198.326694,2198.330861,2198.327388,0.112549054,0.004166629,,2803.122594
294750180,3590,2183.05199,2183.055462,2183.052916,0.075442758,0.003472171,,2496.806775
294750180,3590,2192.337748,2192.352794,2192.338442,0.014221147,0.015046098,,6485.41686
294754396,3812,2179.791083,2179.806824,2179.794093,0.716532439,0.015740527,5.87E+31,29197.18698
300651846,3245,2192.898556,2192.904112,2192.899945,0.15165511,0.00555564,3.86E+29,2018.135841
348992095,3321,2192.214368,2192.219924,2192.215526,0.301128926,0.005555636,7.13E+29,8263.394303
25118964,3323,2191.490679,2191.507114,2191.491373,0.332193772,0.016434871,1.49E+31,25242.93358
25132999,3945,2176.686263,2176.690198,2176.68742,0.148111844,0.00393511,3.04E+30,6269.146207
